City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
114,tuy hoa,13.0833,109.3,298.14,82,100,2.54,VN,1695942852
115,touros,-5.1989,-35.4608,297.77,78,80,4.99,BR,1695942781
116,wells beach station,43.324,-70.5914,288.01,90,0,0.0,US,1695942854
117,jamestown,42.097,-79.2353,288.92,83,100,1.54,US,1695942857
118,surabaya,-7.2492,112.7508,297.12,88,20,1.54,ID,1695942858
119,port-vila,-17.7338,168.3219,296.83,57,69,9.01,VU,1695942859
120,petropavlovsk-kamchatsky,53.0452,158.6483,280.48,66,75,3.0,RU,1695942860
121,kingston,17.997,-76.7936,302.71,99,43,0.7,JM,1695942737
122,dien bien phu,21.3833,103.0167,294.54,100,97,0.97,VN,1695942863
123,ujar,40.519,47.6542,287.25,60,0,1.98,AZ,1695942864
124,dhalie,13.6957,44.7314,296.99,49,34,1.67,YE,1695942866
125,pho chai,16.3283,103.7703,298.61,97,100,2.27,TH,1695942867
126,iskateley,67.6803,53.1512,273.22,82,51,3.1,RU,1695942868
127,guaranda,-1.6,-79.0,287.1,99,100,1.26,EC,1695942870
128,longyearbyen,78.2186,15.6401,273.06,74,75,11.32,SJ,1695942871
129,port washington,40.8257,-73.6982,291.33,78,100,4.12,US,1695942701
130,bodaybo,57.8506,114.1933,278.65,84,100,0.31,RU,1695942873
131,sandnessjoen,66.0217,12.6316,285.44,89,100,7.49,NO,1695942874
132,ilulissat,69.2167,-51.1,275.16,80,100,3.6,GL,1695942875
133,totskoye,52.5248,52.7623,284.05,60,88,2.35,RU,1695942877
134,kiruna,67.8557,20.2251,280.66,87,100,4.63,SE,1695942878
135,hit,33.6416,42.8251,302.82,18,0,4.6,IQ,1695942879
136,al quwayrah,29.8004,35.3116,297.15,19,2,1.82,JO,1695942880
137,qamdo,31.1667,97.2333,275.12,77,9,1.01,CN,1695942881
138,margaret river,-33.95,115.0667,286.25,84,4,1.78,AU,1695942841
139,geraldton,-28.7667,114.6,291.38,88,100,0.0,AU,1695942884
140,shimokizukuri,40.8061,140.3861,294.79,88,62,3.84,JP,1695942885
141,bishoftu,8.75,38.9833,291.78,80,83,1.85,ET,1695942886
142,sur,22.5667,59.5289,301.79,39,1,2.64,OM,1695942888
143,puerto real,36.5282,-6.1901,298.49,64,26,7.05,ES,1695942890
144,kununurra,-15.7667,128.7333,301.14,78,83,4.12,AU,1695942891
145,aasiaat,68.7098,-52.8699,274.34,92,100,1.8,GL,1695942892
146,alice springs,-23.7,133.8833,295.9,25,2,4.63,AU,1695942893
147,port moresby,-9.4431,147.1797,299.78,70,94,2.83,PG,1695942894
148,cabedelo,-6.9811,-34.8339,298.52,77,86,3.53,BR,1695942895
149,brisas de zicatela,15.8369,-97.0419,305.44,55,20,4.12,MX,1695942897
150,at taj,24.2049,23.2857,303.52,15,45,7.16,LY,1695942898
151,zaozersk,69.4005,32.4476,282.33,94,100,3.02,RU,1695942899
152,harlingen,26.1906,-97.6961,306.2,62,0,7.2,US,1695942779
153,las heras,-46.5419,-68.9359,284.67,43,21,1.97,AR,1695942857
154,reggane,26.7158,0.1714,302.84,24,0,9.97,DZ,1695942904
155,bryne,58.7354,5.6477,287.58,92,20,3.09,NO,1695942902
156,hastings,50.8552,0.5729,293.01,34,100,9.64,GB,1695942906
157,timaru,-44.4,171.25,287.08,73,86,2.68,NZ,1695942907
158,hasaki,35.7333,140.8333,298.37,78,63,5.91,JP,1695942908
159,kostanay,53.1667,63.5833,280.31,93,0,0.0,KZ,1695942910
160,tadine,-21.55,167.8833,295.17,58,39,6.72,NC,1695942911
161,moree,-29.4667,149.85,295.58,53,0,5.55,AU,1695942912
162,mildura,-34.2,142.15,294.3,47,2,1.21,AU,1695942913
163,santa cruz,-17.8,-63.1667,297.18,35,75,1.54,BO,1695942842
164,marica,-22.9194,-42.8186,295.12,81,39,3.35,BR,1695942916
165,novy jicin,49.5944,18.0103,286.86,87,0,0.51,CZ,1695942917
166,kruisfontein,-34.0033,24.7314,286.42,83,0,2.0,ZA,1695942864
167,priozersk,61.0393,30.1291,284.82,89,82,2.06,RU,1695942919
168,bavly,54.393,53.2602,284.97,60,100,3.43,RU,1695942920
169,tolanaro,-25.0319,46.9987,294.33,80,0,6.97,MG,1695942922
170,cao bang,22.6667,106.25,296.23,98,100,0.65,VN,1695942923
171,buzias,45.6492,21.6036,291.32,51,11,2.21,RO,1695942924
172,male,4.1748,73.5089,301.12,89,75,5.14,MV,1695942925
173,malango,-2.9627,119.9001,293.33,75,88,0.27,ID,1695942926
174,macapa,0.0389,-51.0664,303.14,58,0,5.66,BR,1695942863
175,kodiak,57.79,-152.4072,282.88,66,0,2.57,US,1695942929
176,paracuru,-3.41,-39.0306,299.88,83,33,4.61,BR,1695942930
177,taoudenni,22.6783,-3.9836,308.26,16,13,10.51,ML,1695942931
178,las palmas,28.4204,-14.0131,296.59,65,100,5.66,ES,1695942933
179,udachny,66.4167,112.4,269.51,57,37,2.14,RU,1695942836
180,eirunepe,-6.6603,-69.8736,299.41,80,77,1.94,BR,1695942936
181,san jose del guaviare,2.5729,-72.6459,300.02,80,84,1.74,CO,1695942937
182,betio village,1.358,172.9211,299.17,85,100,5.79,KI,1695942938
183,adam,22.3756,57.5233,297.96,52,2,0.56,OM,1695942939
184,acarau,-2.8856,-40.12,298.52,80,27,5.57,BR,1695942941
185,nanakuli,21.3906,-158.1547,305.12,45,20,6.17,US,1695942942
186,verkhnevilyuysk,63.4453,120.3167,271.32,73,14,1.25,RU,1695942896
187,ar rastan,34.9265,36.7324,296.56,52,0,2.72,SY,1695942944
188,ylitornio,66.3089,23.6773,282.23,95,96,3.55,FI,1695942945
189,cerqueira cesar,-23.0356,-49.1661,289.11,66,6,8.75,BR,1695942946
190,haimen,23.1935,116.6142,300.09,85,27,3.42,CN,1695942947
191,merizo village,13.2658,144.6691,302.03,89,94,6.22,GU,1695942832
192,ust-nera,64.5667,143.2,276.47,97,98,3.16,RU,1695942855
193,badger,64.8,-147.5333,281.0,52,20,1.54,US,1695942951
194,borkum,53.5809,6.6915,289.23,81,100,5.0,DE,1695942952
195,coquimbo,-29.9533,-71.3436,287.0,76,0,3.6,CL,1695942953
196,qingdao,36.0986,120.3719,291.93,82,0,2.0,CN,1695942955
197,priargunsk,50.3691,119.1012,279.99,62,13,1.86,RU,1695942956
198,benguela,-12.5763,13.4055,295.51,80,86,1.93,AO,1695942957
199,chake chake,-5.2459,39.7666,298.02,84,0,5.1,TZ,1695942958
200,luza,60.6308,47.2512,282.83,96,80,3.92,RU,1695942959
201,kwekwe,-18.9281,29.8149,291.33,84,44,2.9,ZW,1695942960
202,ambalavao,-21.8333,46.9333,286.76,91,76,1.9,MG,1695942962
203,rundu,-17.9333,19.7667,292.41,16,9,2.93,NA,1695942963
204,hovd,48.0056,91.6419,272.84,64,50,2.91,MN,1695942964
205,angaur state,6.906,134.13,301.39,81,99,7.25,PW,1695942965
206,georgetown,5.4112,100.3354,300.11,89,20,1.54,MY,1695942460
207,musoma,-1.5,33.8,295.52,70,82,3.23,TZ,1695942968
208,polyarnyy,69.1989,33.4478,282.79,91,100,4.13,RU,1695942969
209,aleg,17.0481,-13.9209,310.68,25,99,5.06,MR,1695942970
210,umm kaddadah,13.6017,26.6876,301.14,61,80,3.87,SD,1695942971
211,hamilton,39.1834,-84.5333,295.55,85,100,7.72,US,1695942828
212,ribeira grande,38.5167,-28.7,294.69,93,93,2.68,PT,1695942974
213,puerto lempira,15.2667,-83.7667,303.23,70,75,3.09,HN,1695942975
214,saldanha,-33.0117,17.9442,290.78,54,65,1.19,ZA,1695942976
215,nili,33.7218,66.1302,282.26,49,0,3.46,AF,1695942977
216,saint-pierre,-21.3393,55.4781,292.91,77,0,1.54,RE,1695942917
217,klyuchi,52.2667,79.1667,283.11,69,100,2.35,RU,1695942843
218,kerikeri,-35.2268,173.9474,290.88,67,6,2.24,NZ,1695942981
219,baykal'sk,51.5058,104.1469,280.0,76,8,2.86,RU,1695942982
220,atafu village,-8.5421,-172.5159,302.11,74,62,7.15,TK,1695942984
221,hawaiian paradise park,19.5933,-154.9731,299.88,86,100,5.66,US,1695942985
222,constantia,44.1833,28.65,292.53,73,89,5.66,RO,1695942723
223,juigalpa,12.1063,-85.3645,300.1,89,40,0.0,NI,1695942987
224,mandal,25.45,74.5667,297.73,47,7,1.1,IN,1695942988
225,ugoofaaru,5.6667,73.0,301.12,77,98,7.0,MV,1695942990
226,kijang,35.2442,129.2139,293.0,63,2,1.62,KR,1695942991
227,kodinsk,58.6881,99.1844,278.01,94,97,1.87,RU,1695942992
228,inhambane,-23.865,35.3833,295.11,94,14,1.75,MZ,1695942993
229,bikenibeu village,1.3673,173.1241,299.13,83,100,5.66,KI,1695942951
230,arkhangel'sk,64.5401,40.5433,281.48,98,82,0.33,RU,1695942995
231,huarmey,-10.0681,-78.1522,292.86,86,55,4.44,PE,1695942997
232,as sulayyil,20.4607,45.5779,300.29,19,1,0.47,SA,1695942998
233,dryden,49.7833,-92.7503,290.31,77,100,4.63,CA,1695942999
234,berezovyy,51.6667,135.7,281.19,87,86,1.27,RU,1695943000
235,lycksele,64.5954,18.6735,284.08,93,100,4.12,SE,1695943001
236,lompoc,34.6391,-120.4579,301.49,75,20,3.6,US,1695943004
237,emerald,-23.5333,148.1667,296.67,51,3,6.48,AU,1695942903
238,pontianak,-0.0333,109.3333,297.14,94,75,1.03,ID,1695943006
239,barra de santo antonio,-9.4047,-35.5072,296.75,82,97,5.25,BR,1695943007
240,mogocha,53.7333,119.7667,276.98,77,20,1.63,RU,1695943008
241,collie,-33.3667,116.15,284.91,91,12,1.06,AU,1695943011
242,jiagedaqi,50.4167,124.1167,280.08,78,18,1.47,CN,1695943012
243,moengo,5.6167,-54.4,300.58,75,21,3.15,SR,1695943013
244,puli,23.9664,120.9695,299.7,76,0,1.43,TW,1695943015
245,qaqortoq,60.7167,-46.0333,275.37,94,100,0.9,GL,1695943017
246,kachug,53.9606,105.8817,277.99,92,44,0.52,RU,1695942906
247,utrik,11.2278,169.8474,301.93,77,73,7.72,MH,1695942852
248,gamboma,-1.8764,15.8644,295.48,85,100,1.51,CG,1695943020
249,remire-montjoly,4.9167,-52.2667,301.17,78,0,2.57,GF,1695942938
250,voi,-3.3945,38.563,294.92,82,26,3.89,KE,1695943022
251,flying fish cove,-10.4217,105.6791,296.97,88,75,4.63,CX,1695943023
252,al kharijah,25.4514,30.5464,304.47,10,57,4.53,EG,1695942978
253,usinsk,65.9939,57.5281,275.29,76,79,6.94,RU,1695943026
254,safi,32.1667,-8.8333,296.0,62,4,3.23,MA,1695943027
255,uturoa,-16.7333,-151.4333,298.58,78,14,7.29,PF,1695943028
256,suntar,62.1444,117.6319,277.81,87,100,1.16,RU,1695943029
257,pansoy,13.1825,122.5989,299.37,82,57,3.35,PH,1695943030
258,happy valley-goose bay,53.3168,-60.3315,288.32,41,75,5.14,CA,1695943032
259,nar'yan-mar,67.6713,53.087,273.24,82,49,3.13,RU,1695942937
260,caleta de carquin,-11.0925,-77.6267,292.13,87,77,4.75,PE,1695942936
261,koungheul,13.9833,-14.8,301.36,83,99,4.04,SN,1695943035
262,kavieng,-2.5744,150.7967,300.05,79,100,3.17,PG,1695943036
263,midland,31.9974,-102.0779,307.52,28,0,6.69,US,1695942805
264,dongola,19.1667,30.4833,306.95,28,49,6.52,SD,1695943039
265,el porvenir,13.7617,-87.3458,302.78,83,95,0.32,HN,1695943040
266,nguigmi,14.2495,13.1092,304.32,39,13,2.27,NE,1695943041
267,hilo,19.7297,-155.09,300.0,84,100,5.66,US,1695943042
268,quellon,-43.1167,-73.6167,280.5,75,47,4.48,CL,1695943043
269,vadso,70.0744,29.7487,281.64,100,75,2.57,NO,1695943045
270,kyosai,34.8503,128.5886,293.13,75,1,2.77,KR,1695943046
271,port lincoln,-34.7333,135.8667,292.96,40,0,4.4,AU,1695943047
272,darovskoy,58.77,47.9564,283.43,96,45,3.78,RU,1695943048
273,undurkhaan,47.3194,110.6556,279.95,85,100,4.89,MN,1695943049
274,new norfolk,-42.7826,147.0587,286.87,88,98,2.58,AU,1695943050
275,cill airne,52.05,-9.5167,283.32,97,26,2.9,IE,1695943052
276,kampot,10.6167,104.1833,299.18,83,100,1.38,KH,1695943053
277,yaroslavskiy,44.1683,132.2072,286.4,72,20,2.87,RU,1695943054
278,general zuazua,25.9,-100.1167,307.69,32,0,3.09,MX,1695942762
279,parauapebas,-6.0675,-49.9022,300.37,63,78,0.59,BR,1695943025
280,lupane,-18.9315,27.807,293.34,61,21,3.47,ZW,1695943057
281,desnogorsk,54.1508,33.2815,285.15,81,1,1.34,RU,1695943059
282,xai-xai,-25.0519,33.6442,293.21,95,41,1.31,MZ,1695943060
283,armacao de buzios,-22.7469,-41.8817,294.24,80,25,6.0,BR,1695943061
284,codrington,-38.2667,141.9667,287.9,43,22,5.48,AU,1695943062
285,muynoq,43.7683,59.0214,290.4,60,49,3.75,UZ,1695943063
286,kirensk,57.7853,108.1119,278.07,91,100,0.81,RU,1695943065
287,kenai,60.5544,-151.2583,283.2,43,0,2.06,US,1695943066
288,governador valadares,-18.8511,-41.9494,298.11,78,84,2.44,BR,1695943067
289,anse royale,-4.7333,55.5167,299.47,83,40,4.12,SC,1695943068
290,sao joao da barra,-21.6403,-41.0511,296.2,78,97,8.89,BR,1695943069
291,lospalos,-8.5186,127.0025,296.4,73,56,3.5,TL,1695943070
292,san cristobal,7.7669,-72.225,297.25,87,99,0.96,VE,1695943072
293,derby,52.9228,-1.4766,287.4,89,75,2.57,GB,1695943073
294,morant bay,17.8815,-76.4093,298.54,79,28,3.2,JM,1695943074
295,lihue,21.9789,-159.3672,302.73,67,20,5.14,US,1695943075
296,moyo,3.6609,31.7247,292.52,89,16,0.86,UG,1695943076
297,lata,40.1629,-8.3327,291.52,96,3,1.36,PT,1695943077
298,namibe,-15.1961,12.1522,292.53,87,91,3.47,AO,1695943078
299,kelso,46.1468,-122.9084,290.59,78,100,2.57,US,1695943080
300,yuzhno-kurilsk,44.0306,145.8556,287.43,92,100,1.96,RU,1695942946
301,aioun,16.6614,-9.6149,309.47,13,40,1.91,MR,1695943082
302,gabu,12.2833,-14.2167,298.36,96,23,2.29,GW,1695943083
303,zalingei,12.9096,23.4741,294.11,80,99,4.39,SD,1695943084
304,banff,51.1762,-115.5698,281.6,56,99,2.52,CA,1695942962
305,kawambwa,-9.7915,29.0791,294.9,67,76,1.75,ZM,1695943087
306,hammerfest,70.6634,23.6821,284.4,71,40,5.14,NO,1695942930
307,amahai,-3.3333,128.9167,298.79,81,71,0.73,ID,1695943089
308,nago,26.5881,127.9761,302.62,87,48,5.0,JP,1695943090
309,dongfeng,42.6403,125.5118,284.47,67,5,2.22,CN,1695943092
310,maumere,-8.6199,122.2111,298.79,66,84,1.3,ID,1695943093
311,wotho,10.1657,166.0102,302.01,77,98,6.17,MH,1695943094
312,zouerate,22.7187,-12.4521,304.06,20,61,6.03,MR,1695943095
313,koluszki,51.7387,19.8199,288.69,57,6,3.21,PL,1695943096
314,sorong,-0.8833,131.25,299.56,86,94,4.81,ID,1695942918
315,rimouski,48.4488,-68.524,286.25,67,1,1.39,CA,1695942932
316,cole harbour,44.6724,-63.4751,290.13,83,75,2.57,CA,1695943100
317,tshikapa,-6.4167,20.8,295.85,84,73,1.43,CD,1695943101
318,paea,-17.6833,-149.5833,300.99,65,40,3.6,PF,1695942952
319,laguna,38.421,-121.4238,304.31,31,0,5.14,US,1695942903
320,lebu,-37.6167,-73.65,283.36,81,0,11.5,CL,1695943107
321,manokwari,-0.8667,134.0833,299.96,78,100,0.36,ID,1695943108
322,vinhais,41.8351,-7.005,290.15,80,1,1.47,PT,1695943109
323,praia da vitoria,38.7333,-27.0667,294.13,100,75,3.94,PT,1695943111
324,kavaratti,10.5669,72.642,301.02,78,100,7.8,IN,1695942960
325,taltal,-25.4,-70.4833,289.28,73,10,2.6,CL,1695943113
326,igarka,67.4667,86.5833,272.83,97,100,7.54,RU,1695943114
327,presidente epitacio,-21.7633,-52.1156,302.64,36,3,3.63,BR,1695943115
328,nadi,-17.8,177.4167,298.15,69,75,7.72,FJ,1695943116
329,san jose,37.3394,-121.895,302.46,43,20,25.93,US,1695943113
330,honggang,46.4667,124.8667,285.02,60,6,2.88,CN,1695943120
331,sao jose da coroa grande,-8.8978,-35.1478,297.44,79,80,4.69,BR,1695943121
332,macae,-22.3708,-41.7869,294.01,78,100,5.14,BR,1695943122
333,kailua-kona,19.6406,-155.9956,303.14,72,20,4.12,US,1695943123
334,impfondo,1.6381,18.0667,294.81,98,85,1.12,CG,1695943124
335,san julian,21.0167,-102.1667,299.95,25,52,0.52,MX,1695943126
336,salinopolis,-0.6136,-47.3561,300.39,74,8,6.26,BR,1695943127
337,makueni boma,-1.8041,37.6203,290.68,88,34,1.27,KE,1695943128
338,hailey,43.5196,-114.3153,292.53,23,0,6.69,US,1695943129
339,tsengel,49.4783,100.8894,273.36,86,27,1.58,MN,1695943130
340,kayangel,8.0823,134.7173,301.33,81,100,7.74,PW,1695943132
